"","uid","majority_label","entropy","old_label","n","e","c","ground_truth","hypothesis","premise"
"750","7376855592.jpg#2r1n","n",0.836763171160532,"c",79,2,19,"n","A group of men are getting ready to ride horses in a rodeo","A group of men with cowboy hats are watching a rodeo."
"751","75893484.jpg#4r1e","e",1.04432555269629,"e",40,59,1,"e","The lady needs a ride.","I think this lady is waiting for a cab."
"752","4116163419.jpg#0r2n","n",0.33494448683869,"e",95,2,3,"n","A man with a name tag that reads ""Ben"" is standing in front of a screen.","A man wearing a suit with a name tag stands reading in front of a microphone as a screen behind him displays a presentation."
"753","4116163419.jpg#0r1n","n",0.68007704572828,"n",82,18,0,"n","a man gives a presentation to a big crowd","A man wearing a suit with a name tag stands reading in front of a microphone as a screen behind him displays a presentation."
"754","2746943665.jpg#1r1c","n",0.735794862975338,"c",82,1,17,"c","A boy gets a sunburn.","A boy in an innertube in the pool splashing and smiling."
"755","2807030070.jpg#0r1n","n",0.548260626725894,"n",89,10,1,"n","A man walks in front of his new building, with the word grace on it","A man in a black suit and tie is walking in front of a fancy building with the word grace written on it"
"756","4826097102.jpg#3r1n","n",0.868721246339405,"n",71,29,0,"n","A woman watches a jet fly over her.","Jet flying low over a field with a woman in the field."
"757","559404730.jpg#2r1n","n",0.327444919154476,"n",94,6,0,"n","A man is holding his daughter while looking at toys in a store.","A man holding a child is looking at toys in a store."
"758","4935749619.jpg#2r1n","n",0.515895152948209,"n",90,9,1,"n","A man and a woman join the crowd to watch something","A man and a woman in a crowd of people on a street at night."
"759","4935749619.jpg#2r1e","e",0.6098403047164,"e",15,85,0,"e","A man and a woman stand in the street at night","A man and a woman in a crowd of people on a street at night."
"760","4725723908.jpg#2r1c","n",0.515895152948209,"n",90,1,9,"c","A man is pretending to be blind so he con people.","A man in sunglasses and shorts carrying a stick is walking."
"761","3094568845.jpg#0r1e","e",1.12144054254182,"e",49,49,2,"e","A super car is entertaining a crowd.","A super car is spinning tires on a raceway track creating smoke near a crowd."
"762","3094568845.jpg#0r1c","n",1.32855264361786,"n",53,38,9,"c","A super car is racing on a track.","A super car is spinning tires on a raceway track creating smoke near a crowd."
"763","4033789272.jpg#0r1e","e",0.0807931358959112,"e",1,99,0,"e","Two men are speaking on a stage with a picture being displayed on a screen behind them.","Two older men speak into microphones on a stage, while a projector screen displays a vintage photo of a young man behind them."
"764","4648653192.jpg#1r1n","n",0.667073000644382,"n",86,2,12,"n","A band plays loud rock music with a heavy drum solo.","A drummer plays the drums, while wearing a black dress shirt, and black and gray striped tie."
"765","58363928.jpg#0r1n","c",1.53066075398921,"n",21,38,41,"n","The hiker is in the mountains.","Hiker in blue shirt and red shorts stands on hill near mountain."
"766","2229179070.jpg#1r1e","e",0.529360865287364,"e",12,88,0,"e","A trainer and his pooch.","A trainer runs next to his dog as it jumps through multiple hoops."
"767","2229179070.jpg#1r1n","n",0.467081440159003,"n",92,6,2,"n","A trainer has his dog show off his new tricks for the rest of the class.","A trainer runs next to his dog as it jumps through multiple hoops."
"768","3406802138.jpg#4r2n","c",0.841464636208176,"c",27,0,73,"n","Two dogs running in school.","Two dogs running in the dirt"
"769","4952669491.jpg#1r1n","n",0.468995593589281,"n",90,0,10,"n","The man with the unkempt hair is scaring the lady near him.","A man wearing a mask with green dreadlocks and blue gloves stands in front of a woman in a brown cardigan."
"770","419965392.jpg#3r1n","n",0.914926372779728,"n",67,33,0,"n","A mother and her daughters are resting.","A mother and her two children sit down to rest."
"771","7438344154.jpg#0r1e","e",0.141440542541821,"e",2,98,0,"e","a girl gets ready to kick a ball","A girl in a green jersey top and blue shorts is getting ready to kick the soccer ball near the goal."
"772","7438344154.jpg#0r1n","e",0.992774453987808,"e",45,55,0,"n","a girl wants to score a goal","A girl in a green jersey top and blue shorts is getting ready to kick the soccer ball near the goal."
"773","459560694.jpg#0r1c","c",1.10088359692303,"c",34,3,63,"c","She is touching the first light","A person is reaching up to touch the middle light fixture hanging from a ceiling."
"774","2906329398.jpg#3r1e","e",0.735794862975338,"e",17,82,1,"e","Mom is taking a family photo.","A mom is taking a picture with her two small daughters."
"775","2906329398.jpg#3r1c","n",0.981453895033654,"c",58,0,42,"c","A mom and her two daughters are swimming in the ocean.","A mom is taking a picture with her two small daughters."
"776","2235958906.jpg#1r1e","e",0.529360865287364,"e",12,88,0,"e","The older man has a heavy coat on.","An older man wearing a winter coat and jeans stands in front of a large, wheeled flower cart."
"777","3731739486.jpg#0r1c","c",0.987298699737119,"c",2,28,70,"c","Four people, One male in a blue shirt and slacks with three females, one in pink, one in blue, and the other with a blue shirt and blue blouse, in line to enter a yellow school bus, while a female in pink hold paper is on the phone.","Four people, One male in a blue shirt and slacks with three females, one in pink, one in blue, and the other with a white shirt and blue blouse, in line to enter a yellow school bus, while a female in pink hold paper is on the phone."
"778","4664359066.jpg#4r1c","c",0.811278124459133,"c",25,0,75,"c","Tourist standing in the middle of a busy intersection.","Tourists enjoying mother nature."
"779","2092223894.jpg#0r1n","n",0.853611223393761,"n",82,11,7,"n","Two young girls have fun on a trampoline, one of which appears to be falling down onto her back while the other poses with a smile behind her and waving.","Two young girls have fun on a trampoline, one of which appears to be falling down onto her back while the other poses with a smile behind her."
"780","241198768.jpg#2r1n","n",1.1164239834761,"e",70,23,7,"n","Two people look down at a man working on a walkway.","Two men look down at another man standing on an unfinished walkway."
"781","4622921215.jpg#1r1e","n",0.99740158856774,"e",53,47,0,"e","The taxi is driving slow.","A taxi is trying to drive on a street amidst a crowd of people."
"782","2414384480.jpg#0r1c","c",0.856856840084699,"c",20,2,78,"c","People in a fight","A group of people are standing on a platform and waiting for the subway train."
"783","6933265421.jpg#1r1n","n",0.566090653034748,"n",90,6,4,"n","A tall person with a cap","Older man with white hair and a red cap painting the golden gate bridge on the shore with the golden gate bridge in the distance."
"784","4464415997.jpg#1r1c","c",0.998845535995202,"c",48,0,52,"c","There are people bombing the town","A few people walking in the distance of a small town."
"785","3622216490.jpg#2r1c","n",1.4321209317875,"c",49,14,37,"c","A skateboard does a trick without a skateboarder.","a skateboard performs a trick off a quarter pipe."
"786","45310675.jpg#1r1n","n",1.14759223650742,"n",56,41,3,"n","The man is traveling.","A man, dressed in a green shirt with black pants, is transporting luggage strapped to a wheelbarrow, down a cobblestone road."
"787","4858043205.jpg#4r1c","c",0.999579745281114,"c",34,1,65,"c","A broken-down van in front of a shopping mall.","A van with writing on it driving in front of a store."
"788","2426795961.jpg#0r1e","c",1.09994593428216,"c",22,7,71,"e","The children are looking out a window.","Four children playing at a preschool, one looking out the window, one is running, and the other two are playing with wooden blocks."
"789","2426795961.jpg#0r1n","n",0.914926372779728,"c",67,0,33,"n","The children are sad because it is raining.","Four children playing at a preschool, one looking out the window, one is running, and the other two are playing with wooden blocks."
"790","5954497151.jpg#0r1n","n",0.843896155830642,"e",80,17,3,"n","Three teenage boys having a water fight inside.","Three teenagers, two without shoes having a water gun fight with various types of guns trying to spray each other."
"791","4816991572.jpg#3r1c","n",0.989587521222056,"c",56,0,44,"c","People are screaming","The streets are busy and people contemplate their futures."
"792","2959699416.jpg#2r1n","n",0.407340745400986,"n",93,1,6,"n","The sisters eat ice cream as they dip their feet in the ocean.","Three women are sitting on a wharf and kicking their feet in the water."
"793","70758995.jpg#4r1c","c",0.893173458377857,"c",31,0,69,"c","A butterfly is trying to kill a sleeping toddler.","A butterfly has lit on the head of this sleeping toddler."
"794","2332390060.jpg#3r1e","e",0.286396957115956,"e",5,95,0,"e","A woman is jumping up in the air.","A female dancer does a center leap across a stage."
"795","3091754891.jpg#0r1n","n",0.793709004425621,"n",81,17,2,"n","Street vendors are at an open air market.","Street vendors sell various wards, including pineapples and soccer balls."
"796","7796487260.jpg#4r1c","c",0.436469817064103,"c",9,0,91,"c","The woman treads water after diving into the lake from a wooden dock.","A woman standing on one hand in an empty pool."
"797","7796487260.jpg#4r1n","n",0.694816730699336,"c",85,2,13,"n","The woman is a real estate agent specializing in renovation sales, and takes a moment to goof for her co-workers camera.","A woman standing on one hand in an empty pool."
"798","4922677937.jpg#3r1e","n",0.944543589326252,"e",70,29,1,"e","The group is in a building.","A group of 9 men and women walking upstairs."
"799","3411579899.jpg#1r1c","c",0.194391857831576,"c",3,0,97,"c","Riding a unicycle through a lumber mill.","Mountain biking in a forest during the early fall."
"800","3411579899.jpg#1r1n","e",1.08550937730105,"e",38,60,2,"n","Bicycling through the woods while the leaves are falling.","Mountain biking in a forest during the early fall."
"801","2191566772.jpg#0r1c","c",1.23632102439571,"n",47,5,48,"c","A woman is scowling.","A woman dressed in black looking perplexed and a woman in a red jacket offering to help her."
"802","2191566772.jpg#0r1e","e",0.0807931358959112,"e",1,99,0,"e","A woman is looking perplexed.","A woman dressed in black looking perplexed and a woman in a red jacket offering to help her."
"803","215806759.jpg#4r1e","n",1.08550937730105,"e",60,38,2,"e","There are two woman in this picture, and they are outside.","two women walking in an area of destitution."
"804","215806759.jpg#4r1n","n",0.47853391043627,"n",92,5,3,"n","Two FEMA workers walk down the street of the once beautiful suburban neighborhood, surveying the damage from the storm.","two women walking in an area of destitution."
"805","2808286426.jpg#1r1n","n",0.92481870497303,"c",66,0,34,"n","A funny standing","Very young boy standing in front of a bride and groom, wearing a suit and holding a ring-bearer's pillow."
"806","3632197966.jpg#3r1e","e",1.25234795060824,"n",40,54,6,"e","The man on the motorcycle road across the course.","The motorcyclist race on the course."
"807","3632197966.jpg#3r1n","n",1.25714076293261,"e",66,14,20,"n","The man on the motorcycle road across the course while people chase him.","The motorcyclist race on the course."
"808","4710342117.jpg#2r1n","n",0.950672092687066,"n",63,37,0,"n","A woman is fixing a kite.","A woman sitting down working with what looks like a kite."
"809","2862481071.jpg#4r1n","n",0.584238811642856,"e",86,14,0,"n","Four trucks are racing against each other in the relay.","Trucks racing"
"810","4433821033.jpg#2r1n","n",0.402179190202273,"n",92,8,0,"n","A female snowboarder wears green pants.","A snowboarder in green pants boards down a snowy mountain."
"811","2872778569.jpg#3r1n","c",0.964799548505087,"c",39,0,61,"n","Two people on a date stop by the side of the road to look in a store front window.","Man looking at a woman that is smoking on the sidewalk."
"812","2872778569.jpg#3r1e","n",1.11406702640604,"e",54,44,2,"e","Two people are outside on the side of the street.","Man looking at a woman that is smoking on the sidewalk."
"813","3599780784.jpg#1r1n","n",0.836763171160532,"n",79,19,2,"n","a man is about to cut hair","Two men, one with a camera and another with hair clippers are helping another man in kitchen."
"814","7770185546.jpg#2r1n","e",1.50007704572828,"n",41,41,18,"n","The baby is swimming","A baby in an indoor pool is using an inflatable tube on it's on"
"815","213980367.jpg#2r1e","e",1.11878903655513,"n",46,52,2,"e","It is warm outside.","It's Summer time and two girls play with bubbles near a boat dock."
"816","213980367.jpg#2r1c","c",1.24295634256712,"c",15,18,67,"c","They are on the boat dock.","It's Summer time and two girls play with bubbles near a boat dock."
"817","4915375429.jpg#4r1e","n",0.872422774036567,"n",81,13,6,"e","men fishing at the pier","Two men are carrying nets near a pier."
"818","3012301934.jpg#3r1n","n",0.779207486310554,"n",80,19,1,"n","There are no females around them.","Group of guys sitting in a circle."
"819","3205008852.jpg#1r1n","n",0.365923650900223,"n",93,0,7,"n","The man is on a rush.","a man with a black hat and jacket is loading two horses with cargo."
"820","15965185.jpg#1r1n","n",0.557438185027989,"n",87,0,13,"n","The group of men are giggling.","Group of men sitting at a table turn to have their picture taken."
"821","4095018474.jpg#1r1e","n",1.0648830452581,"n",54,45,1,"e","He waited to shine shoes outside.","An older man dressed in blue is sitting on the sidewalk surrounded by tools to polish shoes."
"822","4095018474.jpg#1r1c","n",1,"c",50,0,50,"c","He made pizzas for a living","An older man dressed in blue is sitting on the sidewalk surrounded by tools to polish shoes."
"823","502783522.jpg#2r1e","e",1.11672445550788,"e",45,53,2,"e","A dog playing outside.","A black dog running through the forest."
"824","4747522055.jpg#0r1c","c",1.18837637173451,"c",35,5,60,"c","Nobody is falling.","Two girls are playing tug-of-war and losing as the girl in front is drug into a muddy puddle of water."
"825","4808471657.jpg#2r1n","c",0.366446264453378,"c",1,5,94,"n","Three people are walking outside down a set of stairs.","Three people are outside walking up a set of wooden stairs."
"826","2555521861.jpg#4r1c","n",1.22352421196867,"c",54,5,41,"c","A girl is swimming.","A girl holds onto a rope above the water."
"827","3520617304.jpg#1r1e","e",0.943618340780974,"e",22,75,3,"e","Two military men are engaged in combat.","One military man executes a combat move on another outside a gated facility."
"828","3380925719.jpg#2r1n","n",0.608299848299792,"n",87,1,12,"n","The man is wearing sunglasses.","A man in a red sweater holds a child on top of his shoulders."
"829","5988551357.jpg#3r1e","e",0.9580420222263,"e",38,62,0,"e","The rodeo clown is performing physical activity.","A rodeo clown finds it's way in the action."
"830","5988551357.jpg#3r1n","n",0.499915958164528,"n",89,11,0,"n","The clown is performing for a large crowd.","A rodeo clown finds it's way in the action."
"831","2686849571.jpg#0r1n","e",0.688275965299288,"e",15,84,1,"n","Some people are squatting on a street.","A squatting couple outdoors, engaged with a kneeling street performer or vendor reading from a book of manga."
"832","244367131.jpg#4r1n","n",0.242292189082415,"n",96,4,0,"n","The men practice the salsa to show off for their wives.","A group of men dancing outside."
"833","92413203.jpg#0r1e","e",0.770663545987896,"e",16,82,2,"e","People walking across the sand.","Three people each lead one camel with riders in a silhouetted line across sand dunes and a gray sky."
"834","3638688673.jpg#1r1n","n",0.5790188873238,"n",88,11,1,"n","A boy swings on a tire swing.","A young boy swinging on a swing."
"835","4937639267.jpg#0r1e","e",0.871851171729737,"e",24,75,1,"e","A man is riding his scooter next to a crowd people.","A man wearing black pants and jacket is on a blue scooter next to a crowd of people and a green tent."
"836","2311881432.jpg#4r1e","e",0.9580420222263,"e",38,62,0,"e","a gentleman shaves near the shoreline.","A man using a razor in front of a beach."
"837","4715846690.jpg#1r1n","n",0.286396957115956,"n",95,5,0,"n","A girl holds flowers for her mother on the sidewalk","A little girl wearing a tan sundress with a bow in the back holds a bouquet of flowers on the sidewalk."
"838","249147570.jpg#4r1n","n",0.327444919154476,"n",94,6,0,"n","A man in a photo booth at a carnival.","This is a man in a photo booth."
"839","494823012.jpg#2r1c","n",0.0807931358959112,"n",99,1,0,"c","The men are selling something to onlookers.","Two men are addressing a group of onlookers behind a row of houses."
"840","3041645937.jpg#1r1e","e",0.407340745400986,"e",6,93,1,"e","The man is not wearing a tuxedo.","Middle-aged man in casual clothes looking off-camera."
"841","5676066044.jpg#0r1e","e",0.0807931358959112,"e",1,99,0,"e","There is a man outside.","Colorfully dressed man dancing in the streets, while balancing something on his head."
"842","512026551.jpg#0r1n","e",1.37022894607179,"e",21,60,19,"n","The animal is walking through rocks.","A brown dog is pulling itself out of the water onto some rocks with a tennis ball in its mouth."
"843","4932067004.jpg#3r1c","c",0.970950594454669,"c",40,0,60,"c","A dog is having all its hair shaved off.","A small dog wearing a denim miniskirt."
"844","6617044713.jpg#4r1c","n",1.39870173515334,"c",58,19,23,"c","an artist does tricks on the street","Skateboarder jumps a gap while being photographed"
"845","4360012431.jpg#0r1n","n",0.914926372779728,"n",67,33,0,"n","They are riding their bikes for fun.","Two boys wearing colorful winter hats and dark coats are riding bikes and smiling at each other."
"846","322103537.jpg#2r1n","n",0.637957870336228,"c",87,2,11,"n","A girl in a bikini jumps off a dune into a pirate ship.","A girl in a red polka dot bikini is jumping off a sand dune."
"847","4302245124.jpg#0r1e","e",1.28221088375195,"n",16,65,19,"e","The young dancers are performing in front of people.","Beautiful young dancer performing dressed in white and silver performs an acrobatic, ballet, hula-hoop, dance routine while 4 female observers look on."
"848","4302245124.jpg#0r1c","c",0.688275965299288,"c",15,1,84,"c","The young dancers are performing in front of an empty crowd.","Beautiful young dancer performing dressed in white and silver performs an acrobatic, ballet, hula-hoop, dance routine while 4 female observers look on."
"849","3842412009.jpg#0r1n","n",0.821028812416544,"n",81,16,3,"n","There is a group watching a street performance.","Nine women in blue and purple dresses and one man wearing a purple shirt and black pants, clap while a man dressed in black dances."
"850","3842412009.jpg#0r1e","e",0.221940732853211,"e",2,97,1,"e","There are people clapping.","Nine women in blue and purple dresses and one man wearing a purple shirt and black pants, clap while a man dressed in black dances."
"851","2796525620.jpg#4r1e","e",0.637957870336228,"n",11,87,2,"e","There is at least two children.","toddlers playing with toys."
"852","246231741.jpg#3r1c","n",0.866313713864835,"n",80,4,16,"c","Two puppies are play fighting.","Two German sheperds snarling at each other."
"853","7173663269.jpg#2r1n","n",1.13823669788338,"n",71,19,10,"n","Two teams battle it out in cricket.","Three men playing cricket wearing all white, with one man wearing a blue helmet."
"854","4249864955.jpg#4r1e","n",0.44566434565824,"n",92,7,1,"e","A child wearing a red shirt playing outside.","A child wearing a red shirt playing."
"855","4249864955.jpg#4r1n","n",0.436469817064103,"n",91,9,0,"n","A child wearing a red shirt playing a game inside.","A child wearing a red shirt playing."
"856","7425128736.jpg#0r1c","c",1.31935452163637,"c",43,8,49,"c","These three cyclists rest their feet on the floor.","Three indoor track cyclist are being held balanced in place at the starting line by three attendants."
"857","7425128736.jpg#0r1e","e",0.795040279384522,"e",24,76,0,"e","Three cyclists are preparing to race.","Three indoor track cyclist are being held balanced in place at the starting line by three attendants."
"858","3473742715.jpg#2r1c","c",0.906496059440544,"e",3,20,77,"c","The taller bald white man is standing by the short black man.","What appears to be a taller bald white man sitting next to a shorter black man in a reception area."
"859","3473742715.jpg#2r1e","e",0.286396957115956,"e",5,95,0,"e","The tall bald white man is sitting down.","What appears to be a taller bald white man sitting next to a shorter black man in a reception area."
"860","2072268965.jpg#4r1e","e",0.6098403047164,"e",15,85,0,"e","Preparing food with lemons","Making something tasty hope you like lemons!"
"861","3402502423.jpg#3r1e","e",0.992774453987808,"e",45,55,0,"e","The teenager touches his sweater.","A young man rolling up the sleeves on his sweater."
"862","1901514112.jpg#1r1n","n",0.65770477874422,"n",83,17,0,"n","A family is riding the small train at an amusement park.","Adults with their kids are riding on a small red train."
"863","90168112.jpg#4r1c","n",0.904381457724494,"n",68,0,32,"c","The girl is afraid of the sand.","A little girl plays in the ocean on the beach."
"864","6824701719.jpg#3r1c","n",0.757991187178562,"n",81,1,18,"c","Two boys are laughing.","Two young boys have a conversation with one and other."
"865","2001867714.jpg#2r1e","e",0.0807931358959112,"e",1,99,0,"e","A man is wearing clothes.","A man in a blue shirt and red hat is looking at a torch."
"866","3692593096.jpg#1r1c","c",1.03536606140002,"c",28,3,69,"c","the plane is crashing","Small red airplane flies over mountaintop dropping red substance over fire."
"867","3692593096.jpg#1r1n","e",1.22274998467723,"n",35,59,6,"n","the plane is a firefighter.","Small red airplane flies over mountaintop dropping red substance over fire."
"868","3327487011.jpg#0r1e","n",0.9773443865976,"n",73,24,3,"e","A group of students are taking a tour of a bamboo structure.","A classroom full of students is looking in the same direction inside a bamboo structure."
"869","4940921321.jpg#2r1n","n",0.382542669197746,"n",94,2,4,"n","The man is riding a homemade bicycle.","An overweight man riding a bicycle to work"
"870","4963375436.jpg#3r1n","n",0.795040279384522,"n",76,0,24,"n","A lady is waiting in line at a concert.","Girl in purple jacket leaning against a wall."
"871","1100214449.jpg#1r1n","n",0.575160186084823,"n",89,9,2,"n","A boy jumps in a crowded area by a fountain.","A boy in s striped shirt is jumping in front of a water fountain."
"872","2744705574.jpg#2r1n","n",0,"n",100,0,0,"n","The frisbee is orange.","A dog holding a Frisbee walking in the water."
"873","3366424545.jpg#2r1n","e",0.777675671846095,"e",11,84,5,"n","3 people are outside trying to have a drink.","3 people having coffee outside of a museum."
"874","3732914946.jpg#1r1e","n",0.6098403047164,"n",85,15,0,"e","A woman is eating her meal at a resturant.","A woman is eating at a table as people walk by."
"875","2118681098.jpg#0r1e","e",0.964799548505087,"e",39,61,0,"e","The man is a construction worker.","A man wearing a blue sweatshirt and a white hard hat is working on a construction project."
"876","3105691757.jpg#1r1n","n",0.998845535995202,"n",52,48,0,"n","A group is walking in a christmas parade","A parade of people is marching in Santa costumes on a city street."
"877","5960769829.jpg#3r1e","e",0.925495745752425,"e",3,76,21,"e","A PERSON IS IN A BOAT.","A person in an orange kayak navigates white water rapids."
"878","5340461911.jpg#3r1e","e",1.25972183240961,"e",32,60,8,"e","The girl is taking extra shots fro the line.","in a girls basketball game she is shooting a foul shot"
"879","2087317114.jpg#2r1e","e",0.815727213605219,"e",2,80,18,"e","A man is in a boat.","A man in a small kayak is floating down the river."
"880","3538719941.jpg#1r1c","c",1.18674288858607,"c",28,7,65,"c","a woman is standing at a table playing poker.","A woman wearing a large bandanna around her neck is sitting at a table putting poker chips into a plastic bag."
"881","480048562.jpg#0r1n","n",0.911822922009701,"n",75,23,2,"n","An olympic gymnast is waving a ribbon.","A gymnast in a blue and pink leotard is standing on her right foot with her left foot in the air and waving a ribbon."
"882","480048562.jpg#0r1c","n",0.944320214348631,"n",73,2,25,"c","A gymnast is strecthing before the match.","A gymnast in a blue and pink leotard is standing on her right foot with her left foot in the air and waving a ribbon."
"883","219301555.jpg#1r1n","n",1.16399045755142,"n",68,24,8,"n","A dripping wet woman walks in front of a waterfall after swimming.","An extremely wet woman is wading in front of a waterfall."
"884","482642539.jpg#2r1n","e",0.931476356750271,"e",28,71,1,"n","The child might be outside.","A blond child is hiding behind a wooden post."
"885","2303609756.jpg#0r1n","n",0.662844204969614,"n",85,14,1,"n","The gymnast is a professional.","A male gymnast from Romania, wearing all red, holding himself vertically while upside-down on rings suspended in the air."
"886","6907789234.jpg#3r1e","e",1.14115352787931,"e",30,65,5,"e","A jockey is riding a horse.","A horse and rider on a steeplechase course."
"887","6907789234.jpg#3r1c","c",0.770663545987896,"c",16,2,82,"c","Three horses are playing in a field together.","A horse and rider on a steeplechase course."
"888","3257107194.jpg#2r1n","n",0.841464636208176,"n",73,0,27,"n","two men are looking for a lost ring","Two men climb onto tires while sitting in the muddy water."
"889","2469286433.jpg#4r1n","n",0.99740158856774,"n",53,47,0,"n","Two men are having a brawl.","Two men are trying to kick each other."
"890","4628337496.jpg#3r1n","n",0.893173458377857,"n",69,31,0,"n","The woman is concerned about sun damage.","A woman shielding her face from the sun with a colorful umbrella."
"891","4044612196.jpg#2r1e","n",0.887896651765621,"e",74,25,1,"e","The workers are walking outside","Construction workers walk towards their next job."
"892","238269802.jpg#3r1n","n",0.826746372492618,"c",74,0,26,"n","a little boy is playing hide and seek in the woods","A small child is sitting on a stump in a forest clearing."
"893","3366377833.jpg#1r1e","n",1.06721984907,"e",53,46,1,"e","One of the guys is a batter.","Two guys are on a baseball field and one is about to hit the base.a group"
"894","5332472316.jpg#3r1c","c",0.68007704572828,"c",18,0,82,"c","Two girls and one man are destroying merchandise.","Two females and one male looking at various merchandise."
"895","628483212.jpg#4r1e","n",1.0916572553648,"n",64,33,3,"e","Two young girls are sitting inside.","Two teen girls relax on a black futon."
"896","297556640.jpg#0r1c","n",1.11081450281426,"n",55,2,43,"c","A band plays at a beach party.","A group of people dressed in Santa Claus suits are looking towards an audience while a DJ runs a sound board and another person throws green balls into the air."
"897","562242613.jpg#4r1e","e",0.934068055375491,"e",35,65,0,"e","people are outside","A farmer gives a tour of his farm to local families"
"898","2772793352.jpg#0r1n","n",0.721928094887362,"n",80,0,20,"n","The children are getting ready for anap.","Two children are sitting in the same wooden lawn chair while a green rake is leaning against the same chair."
"899","2772793352.jpg#0r1e","n",1.39688935549419,"e",56,29,15,"e","Two children are on the lawn.","Two children are sitting in the same wooden lawn chair while a green rake is leaning against the same chair."
"900","2966138584.jpg#0r1n","e",0.958694025176861,"n",15,78,7,"n","A girl watches something","On a sunny day, in a lush, green field, one small girl inspects a rock while her friend goes off in another direction."
"901","845623658.jpg#3r1e","e",0.575160186084823,"e",9,89,2,"e","People inside.","People in a warehouse, with one man kicking a bag."
"902","845623658.jpg#3r1n","n",1.04694892177301,"n",75,9,16,"n","A group of people playing a game by kicking a bag around.","People in a warehouse, with one man kicking a bag."
"903","2218907190.jpg#1r1e","e",0.194391857831576,"e",3,97,0,"e","A dog is going up the stairs.","A dog begins to climb a brick staircase near plants."
"904","36026845.jpg#2r1e","e",0.995378438820226,"n",46,54,0,"e","Two men are co-workers.","Two workers wearing orange vests are working on treads."
"905","1998255400.jpg#2r1n","e",0.712573461756777,"e",16,83,1,"n","Dogs drink from a public city supplied water supply.","Three dogs drinking water at a public spigot."
"906","5595612913.jpg#0r1e","e",0.242292189082415,"e",4,96,0,"e","A local policeman standing in front of the counter","A local policeman standing in front of the counter with complete equipments belted to his waist."
"907","3260088697.jpg#4r1e","e",1.17866895770157,"e",23,68,9,"e","A boy is playing on the beach.","A boy plays in the surf."
"908","4661070058.jpg#0r1n","n",0.914926372779728,"n",67,0,33,"n","A bunch of people wearing glasses.","A busy street scene on a rainy day full of umbrella toting walkers."
"909","3201594926.jpg#3r1n","n",0.426342090699887,"n",93,2,5,"n","Crowded street with a woman moving around","a woman walks with her big purse."
"910","3201594926.jpg#3r1e","n",0.481763067193911,"n",91,1,8,"e","A beautiful female passing by crowd","a woman walks with her big purse."
"911","3026374370.jpg#1r1e","n",1.07072027127091,"n",50,49,1,"e","A large crowd is curious about something.","a crowd gather together, all looking in the same direction."
"912","3026374370.jpg#1r1c","n",0.976500468757824,"c",59,0,41,"c","A large crowd are pulling a long rope.","a crowd gather together, all looking in the same direction."
"913","3244632670.jpg#1r1e","e",1.26713793959907,"e",46,48,6,"e","a chef speaks into a microphone near a bowl","A chef speaks into a microphone about a mixed salad contained in a bowl with a decorative lid."
"914","3244632670.jpg#1r1c","c",0.818855800278631,"c",21,1,78,"c","A chef jumps","A chef speaks into a microphone about a mixed salad contained in a bowl with a decorative lid."
"915","711689801.jpg#2r1n","n",0.366446264453378,"n",94,5,1,"n","Children standing and climbing near a fountain after school.","Children standing and climbing near a fountain."
"916","711689801.jpg#2r1c","c",1.08550937730105,"c",38,2,60,"c","Children running around playing tag.","Children standing and climbing near a fountain."
"917","4876504906.jpg#4r1e","e",1.11406702640604,"e",44,54,2,"e","Male nun is inhaling.","Male nun smoking a cigarette."
"918","642987597.jpg#1r1n","e",0.989906011609856,"e",33,66,1,"n","A girl climbed up the tree.","A little brown-haired girl up in a tree."
"919","4104001356.jpg#4r1n","n",0.637957870336228,"n",87,11,2,"n","Female school students in uniforms all in blue backpacks.","School kids all in blue backpacks."
"920","6085363550.jpg#0r1n","n",1.02111918856318,"n",72,24,4,"n","The people were singing and dancing in a parade.","Dozens of street performers in fuchsia, red, yellow and black outfits are dancing and singing along a city street."
"921","260520547.jpg#1r1n","n",0.141440542541821,"n",98,0,2,"n","The people plan to go tanning on the beach.","A group of people are walking down a sidewalk beside the beach."
"922","4636978915.jpg#0r1e","e",0.837355597339445,"e",22,77,1,"e","A male with clothes on is in front of another male in a crowded park.","A standing man in a suit finishes his turn in a chess game as his seated opponent begins his in a crowded park."
"923","4636978915.jpg#0r1c","c",0.515895152948209,"c",9,1,90,"c","A business man is fishing alone in the middle of the Pacific ocean.","A standing man in a suit finishes his turn in a chess game as his seated opponent begins his in a crowded park."
"924","4859795235.jpg#1r1n","n",0.859451593605746,"n",81,5,14,"n","A man sells handkerchiefs near a grove of trees while people pass by.","A man in a black shirt holding cloth next to a wooded structure as people walk around it."
"925","4704578554.jpg#3r1e","e",0.529360865287364,"e",12,88,0,"e","An old man looks through a garbage can.","An elderly gentleman ransacking a waste container."
"926","4635783933.jpg#1r1n","n",0.62671424022246,"n",88,9,3,"n","A group of guys walk down the road towards a bar, backs facing the camera.","a group of people walking down road heading away from the camera."
"927","6473658975.jpg#3r1n","n",0.931476356750271,"n",71,28,1,"n","A couple is going to watch a 3D movie.","The couple are wearing glasses intended for 3D movies."
"928","2667126590.jpg#1r1c","c",0.970950594454669,"c",40,0,60,"c","The beach is empty","A blond woman wearing a blue and pink floral tie-front bikini on a beach, readying to put a flagpole in the sand."
